return_string,flag,type,abv,rb_overall_score,rb_style_score,rb_user_rating,rb_rating_number,name_found
"Prairie Brett C.
🇺🇸 Saison / Farmhouse / Grisette • 8.1%
99
99
3.93
(328)",🇺🇸, Saison / Farmhouse / Grisette ,8.1,99,99,3.93,328.0,Prairie Brett C.
"Rogue Dead 'N' Dead
🇺🇸 Bock - Heller Bock / Maibock • 8.2%
93
100
3.70
(84)",🇺🇸, Bock - Heller Bock / Maibock ,8.2,93,100,3.70,84.0,Rogue Dead 'N' Dead
"Schell Fort Road Helles
🇺🇸 Helles / Dortmunder Export • 5.8%
69
99
3.45
(22)",🇺🇸, Helles / Dortmunder Export ,5.8,69,99,3.45,22.0,Schell Fort Road Helles
"Brew York Imperial Tonkoko Stout
🇬🇧 Stout - Flavored • 7.5%
99
99
4.01
(60)",🇬🇧, Stout - Flavored ,7.5,99,99,4.01,60.0,Brew York Imperial Tonkoko Stout
"Dieu du Ciel! Aphrodisiaque
🇨🇦 Stout - Flavored • 6.5%
100
100
4.09
(1443)",🇨🇦, Stout - Flavored ,6.5,100,100,4.09,1443.0,Dieu du Ciel! Aphrodisiaque
"Great Divide Velvet Yeti Nitro Stout
🇺🇸 Stout • 5.0%
95
99
3.64
(73)",🇺🇸, Stout ,5.0,95,99,3.64,73.0,Great Divide Velvet Yeti Nitro Stout
"Westbrook Gose
🇺🇸 Gose • 4.0%
95
98
3.76
(764)",🇺🇸, Gose ,4.0,95,98,3.76,764.0,Westbrook Gose
"Oskar Blues G'Knight Imperial Red IPA
🇺🇸 IPA - Red • 8.7%
99
99
3.88
(1950)",🇺🇸, IPA - Red ,8.7,99,99,3.88,1950.0,Oskar Blues G'Knight Imperial Red IPA
"Tree House Beneficiaries of Chance
🇺🇸 Pale Ale - American / APA • 5.3%
96
99
3.88
(17)",🇺🇸, Pale Ale - American / APA ,5.3,96,99,3.88,17.0,Tree House Beneficiaries of Chance
"Fair State Vienna
🇺🇸 Amber Lager - Intl / Vienna • 5.2%
78
100
3.52
(27)",🇺🇸, Amber Lager - Intl / Vienna ,5.2,78,100,3.52,27.0,Fair State Vienna
"Firestone Walker 20 (XX Twentieth Anniversary Ale)
🇺🇸 Strong Ale - American • 13.0%
100
100
4.19
(114)
RETIRED",🇺🇸, Strong Ale - American ,13.0,100,100,4.19,114.0,Firestone Walker 20 (XX Twentieth Anniversary Ale)
"Thirsty Dog Siberian Night Imperial Stout
🇺🇸 Stout - Imperial • 8.9%
100
99
4.09
(1310)",🇺🇸, Stout - Imperial ,8.9,100,99,4.09,1310.0,Thirsty Dog Siberian Night Imperial Stout
"New Belgium Le Terroir
🇺🇸 Sour / Wild Beer • 7.5%
99
99
3.95
(824)",🇺🇸, Sour / Wild Beer ,7.5,99,99,3.95,824.0,New Belgium Le Terroir
"Vox Populi Anna Assemblage
🇨🇦 Tripel • 9.6%
96
99
3.96
(17)",🇨🇦, Tripel ,9.6,96,99,3.96,17.0,Vox Populi Anna Assemblage
"Bell's Traverse City Whiskey 355 E Stout
🇺🇸 Stout - Imperial • 8.8%
98
100
3.84
(49)",🇺🇸, Stout - Imperial ,8.8,98,100,3.84,49.0,Bell's Traverse City Whiskey 355 E Stout
"Modern Times Countermagic
🇺🇸 IPA • 7.2%
98
99
3.91
(26)",🇺🇸, IPA ,7.2,98,99,3.91,26.0,Modern Times Countermagic
"Tree House All That Is and All That Ever Will Be
🇺🇸 Stout - Flavored • 6.5%
99
99
4.00
(42)",🇺🇸, Stout - Flavored ,6.5,99,99,4.00,42.0,Tree House All That Is and All That Ever Will Be
"Mikkeller NYC Oaxaca Libre
🇺🇸 Pale Lager - North Am. / Light / Rice • 4.3%
39
99
3.16
(9)",🇺🇸, Pale Lager - North Am. / Light / Rice ,4.3,39,99,3.16,9.0,Mikkeller NYC Oaxaca Libre
"Evil Twin Bikini Beer
🇺🇸 Low / No Alcohol Beer - Pale • 2.7%
58
98
3.31
(475)",🇺🇸, Low / No Alcohol Beer - Pale ,2.7,58,98,3.31,475.0,Evil Twin Bikini Beer
"Port Brewing Mongo IPA
🇺🇸 IIPA DIPA - Imperial / Double IPA • 8.5%
99
99
3.90
(1053)",🇺🇸, IIPA DIPA - Imperial / Double IPA ,8.5,99,99,3.90,1053.0,Port Brewing Mongo IPA
"Chelsea Blackhole XXX Stout
🇺🇸 Stout • 7.3%
96
99
3.73
(91)",🇺🇸, Stout ,7.3,96,99,3.73,91.0,Chelsea Blackhole XXX Stout
"AleSmith Evil Dead Red
🇺🇸 Red Ale / Intl Amber Ale • 6.7%
98
100
3.82
(454)",🇺🇸, Red Ale / Intl Amber Ale ,6.7,98,100,3.82,454.0,AleSmith Evil Dead Red
"Fuller's Vintage Ale 2013
🇬🇧 Strong Ale - English • 8.5%
95
99
3.73
(251)
RETIRED",🇬🇧, Strong Ale - English ,8.5,95,99,3.73,251.0,Fuller's Vintage Ale 2013
"Sierra Nevada Trip in the Woods: Barrel-Aged Maple Scotch Style Ale
🇺🇸 Scotch Ale / Wee Heavy • 9.8%
98
99
3.89
(57)",🇺🇸, Scotch Ale / Wee Heavy ,9.8,98,99,3.89,57.0,Sierra Nevada Trip in the Woods: Barrel-Aged Maple Scotch Style Ale
"Tree House In Perpetuity
🇺🇸 IPA - Hazy / NEIPA • 6.7%
100
100
4.11
(105)",🇺🇸, IPA - Hazy / NEIPA ,6.7,100,100,4.11,105.0,Tree House In Perpetuity
"Jester King Atrial Rubicite
🇺🇸 Sour / Wild Beer - Flavored • 5.8%
100
100
4.21
(311)",🇺🇸, Sour / Wild Beer - Flavored ,5.8,100,100,4.21,311.0,Jester King Atrial Rubicite
"Hill Farmstead Society & Solitude #5
🇺🇸 IIPA DIPA - Hazy / Double NEIPA • 7.8%
100
100
4.20
(276)",🇺🇸, IIPA DIPA - Hazy / Double NEIPA ,7.8,100,100,4.20,276.0,Hill Farmstead Society & Solitude #5
"North Brewing Co / De Molen XXXK Mild
🇬🇧 Mild Ale • 8.5%
95
100
3.80
(16)",🇬🇧, Mild Ale ,8.5,95,100,3.80,16.0,North Brewing Co / De Molen XXXK Mild
"Mikkeller NYC Lagerland
🇺🇸 Pale Lager - Intl / Premium • 4.6%
72
100
3.55
(11)",🇺🇸, Pale Lager - Intl / Premium ,4.6,72,100,3.55,11.0,Mikkeller NYC Lagerland
"The Bruery Or Xata (2015-)
🇺🇸 Flavored - Other • 7.2%
88
98
3.63
(340)",🇺🇸, Flavored - Other ,7.2,88,98,3.63,340.0,The Bruery Or Xata (2015-)
"Baladin Xyauyù Fumé (Islay Whisky)
🇮🇹 BarleyWine / WheatWine / RyeWine • 14.0%
100
100
4.14
(174)",🇮🇹, BarleyWine / WheatWine / RyeWine ,14.0,100,100,4.14,174.0,Baladin Xyauyù Fumé (Islay Whisky)
"Marz Jungle Boogie
🇺🇸 Wheat Ale • 5.4%
96
100
3.76
(104)",🇺🇸, Wheat Ale ,5.4,96,100,3.76,104.0,Marz Jungle Boogie
"Stillwater Gose Gone Wild
🇺🇸 Gose • 4.3%
99
100
3.97
(287)",🇺🇸, Gose ,4.3,99,100,3.97,287.0,Stillwater Gose Gone Wild
"Side Project Thicket
🇺🇸 Sour / Wild Beer - Flavored • 6.0%
100
99
4.11
(50)",🇺🇸, Sour / Wild Beer - Flavored ,6.0,100,99,4.11,50.0,Side Project Thicket
"AleSmith Speedway Stout - Bourbon Barrel Aged
🇺🇸 Stout - Imperial Flavored • 12.0%
100
100
4.29
(897)",🇺🇸, Stout - Imperial Flavored ,12.0,100,100,4.29,897.0,AleSmith Speedway Stout - Bourbon Barrel Aged
"Societe The Coachman
🇺🇸 ISA - Session IPA • 4.7%
96
99
3.73
(50)",🇺🇸, ISA - Session IPA ,4.7,96,99,3.73,50.0,Societe The Coachman
"El Segundo Mayberry IPA
🇺🇸 IPA • 7.1%
97
99
3.85
(109)",🇺🇸, IPA ,7.1,97,99,3.85,109.0,El Segundo Mayberry IPA
"Hill Farmstead Twilight of the Idols
🇺🇸 Porter - Flavored • 7.5%
99
100
3.94
(306)",🇺🇸, Porter - Flavored ,7.5,99,100,3.94,306.0,Hill Farmstead Twilight of the Idols
"Flossmoor Station Wooden Hell
🇺🇸 BarleyWine / WheatWine / RyeWine • 9.5%
100
100
4.15
(222)",🇺🇸, BarleyWine / WheatWine / RyeWine ,9.5,100,100,4.15,222.0,Flossmoor Station Wooden Hell
"Cloudwater NW DIPA Ekuanot
🇬🇧 IIPA DIPA - Hazy / Double NEIPA • 9.0%
100
98
4.13
(96)",🇬🇧, IIPA DIPA - Hazy / Double NEIPA ,9.0,100,98,4.13,96.0,Cloudwater NW DIPA Ekuanot
"Dubuisson Bush de Nuits
🇧🇪 Belgian Ale - Strong Dark • 13.0%
100
99
4.08
(439)",🇧🇪, Belgian Ale - Strong Dark ,13.0,100,99,4.08,439.0,Dubuisson Bush de Nuits
"Anchorage Endless Ending
🇺🇸 Strong Ale - American • 15.5%
100
100
4.15
(35)",🇺🇸, Strong Ale - American ,15.5,100,100,4.15,35.0,Anchorage Endless Ending
"Midnight Sun Berserker
🇺🇸 Stout - Imperial • 12.7%
100
99
4.10
(551)",🇺🇸, Stout - Imperial ,12.7,100,99,4.10,551.0,Midnight Sun Berserker
"Anchorage Bitter Monk Belgian Style Double IPA
🇺🇸 IPA - Belgian / Saison • 9.0%
100
100
4.00
(443)",🇺🇸, IPA - Belgian / Saison ,9.0,100,100,4.00,443.0,Anchorage Bitter Monk Belgian Style Double IPA
"Almanac TRUE Kölsch
🇺🇸 Kölsch / Kolsch-Style • 5.0%
74
98
3.56
(11)",🇺🇸, Kölsch / Kolsch-Style ,5.0,74,98,3.56,11.0,Almanac TRUE Kölsch
"Boréale Diamant Brut
🇨🇦 IPA - Brut • 6.0%
92
98
3.85
(18)",🇨🇦, IPA - Brut ,6.0,92,98,3.85,18.0,Boréale Diamant Brut
"Hill Farmstead / Tired Hands Karma Emulsion
🇺🇸 Pale Ale - American / APA • 5.2%
98
99
3.84
(79)",🇺🇸, Pale Ale - American / APA ,5.2,98,99,3.84,79.0,Hill Farmstead / Tired Hands Karma Emulsion
"Hartleb Landbier
🇩🇪 Zwickelbier / Kellerbier / Landbier • 5.0%
95
100
3.85
(25)",🇩🇪, Zwickelbier / Kellerbier / Landbier ,5.0,95,100,3.85,25.0,Hartleb Landbier
"Firestone Walker Bravo
🇺🇸 Brown Ale - Imperial • 13.2%
99
98
3.92
(243)",🇺🇸, Brown Ale - Imperial ,13.2,99,98,3.92,243.0,Firestone Walker Bravo
"Lost Abbey Framboise de Amorosa
🇺🇸 Sour / Wild Beer - Flavored • 8.5%
100
99
4.07
(700)",🇺🇸, Sour / Wild Beer - Flavored ,8.5,100,99,4.07,700.0,Lost Abbey Framboise de Amorosa
"Lost Abbey Deliverance
🇺🇸 Strong Ale - American • 12.5%
100
100
4.14
(811)",🇺🇸, Strong Ale - American ,12.5,100,100,4.14,811.0,Lost Abbey Deliverance
"Odd Side Ales Foster the Banana
🇺🇸 Blonde Ale / Golden Ale • 9.3%
77
98
3.61
(11)",🇺🇸, Blonde Ale / Golden Ale ,9.3,77,98,3.61,11.0,Odd Side Ales Foster the Banana
"The Bruery The Wanderer
🇺🇸 Flavored - Fruit • 8.0%
99
100
3.92
(201)
RETIRED",🇺🇸, Flavored - Fruit ,8.0,99,100,3.92,201.0,The Bruery The Wanderer
"Tilmans Das Helle
🇩🇪 Helles / Dortmunder Export • 5.1%
72
99
3.50
(103)",🇩🇪, Helles / Dortmunder Export ,5.1,72,99,3.50,103.0,Tilmans Das Helle
"The Kernel India Pale Ale Nelson Sauvin
🇬🇧 IPA • 6.8%
97
99
3.84
(135)",🇬🇧, IPA ,6.8,97,99,3.84,135.0,The Kernel India Pale Ale Nelson Sauvin
"Half Acre Daisy Cutter
🇺🇸 Pale Ale - American / APA • 5.2%
98
99
3.83
(855)",🇺🇸, Pale Ale - American / APA ,5.2,98,99,3.83,855.0,Half Acre Daisy Cutter
"Firestone Walker 18 (XVIII Eighteenth Anniversary Ale)
🇺🇸 Strong Ale - American • 13.0%
100
100
4.18
(251)
RETIRED",🇺🇸, Strong Ale - American ,13.0,100,100,4.18,251.0,Firestone Walker 18 (XVIII Eighteenth Anniversary Ale)
"Odell Woodcut No. 09 Oak Aged Imperial IPA
🇺🇸 IIPA DIPA - Imperial / Double IPA • 10.7%
99
99
4.25
(11)",🇺🇸, IIPA DIPA - Imperial / Double IPA ,10.7,99,99,4.25,11.0,Odell Woodcut No. 09 Oak Aged Imperial IPA
"Mackeson XXX Stout
🇬🇧 Stout - Milk / Sweet • 4.9%
94
99
3.69
(1054)",🇬🇧, Stout - Milk / Sweet ,4.9,94,99,3.69,1054.0,Mackeson XXX Stout
"Mikkeller San Diego Building Blocks
🇺🇸 Zwickelbier / Kellerbier / Landbier • 5.4%
85
98
3.56
(31)",🇺🇸, Zwickelbier / Kellerbier / Landbier ,5.4,85,98,3.56,31.0,Mikkeller San Diego Building Blocks
"White Birch Our Humble Porter
🇺🇸 Porter • 6.0%
94
98
3.78
(33)",🇺🇸, Porter ,6.0,94,98,3.78,33.0,White Birch Our Humble Porter
"Hill Farmstead Of First and Last Things
🇺🇸 IPA - Hazy / NEIPA • 6.5%
99
98
3.98
(55)",🇺🇸, IPA - Hazy / NEIPA ,6.5,99,98,3.98,55.0,Hill Farmstead Of First and Last Things
"The Kernel India Pale Ale Mosaic
🇬🇧 IPA • 7.2%
99
100
3.96
(236)",🇬🇧, IPA ,7.2,99,100,3.96,236.0,The Kernel India Pale Ale Mosaic
"Jurajskie Amerykańska Pszenica
🇵🇱 Wheat Ale • 4.0%
88
99
3.68
(114)",🇵🇱, Wheat Ale ,4.0,88,99,3.68,114.0,Jurajskie Amerykańska Pszenica
"Hill Farmstead Mary
🇺🇸 Pilsener / Pils / Pilsner • 4.8%
98
100
3.81
(224)",🇺🇸, Pilsener / Pils / Pilsner ,4.8,98,100,3.81,224.0,Hill Farmstead Mary
"Hill Farmstead Double Citra
🇺🇸 IIPA DIPA - Hazy / Double NEIPA • 8.0%
100
100
4.18
(302)",🇺🇸, IIPA DIPA - Hazy / Double NEIPA ,8.0,100,100,4.18,302.0,Hill Farmstead Double Citra
"Russian River Sanctification
🇺🇸 Sour / Wild Beer • 4.8%
99
99
3.98
(888)",🇺🇸, Sour / Wild Beer ,4.8,99,99,3.98,888.0,Russian River Sanctification
"Central Waters Sixteen
🇺🇸 Stout - Imperial • 11.5%
100
99
4.16
(172)
RETIRED",🇺🇸, Stout - Imperial ,11.5,100,99,4.16,172.0,Central Waters Sixteen
"AleSmith Old Numbskull - Rye Barrel Aged
🇺🇸 BarleyWine / WheatWine / RyeWine • 11.0%
99
99
4.02
(129)",🇺🇸, BarleyWine / WheatWine / RyeWine ,11.0,99,99,4.02,129.0,AleSmith Old Numbskull - Rye Barrel Aged
"Wylam Room 237
🇬🇧 Pale Ale - American / APA • 5.5%
98
99
3.92
(72)",🇬🇧, Pale Ale - American / APA ,5.5,98,99,3.92,72.0,Wylam Room 237
"Suarez Family Big Night
🇺🇸 Saison / Farmhouse / Grisette • 5.6%
99
99
4.07
(17)",🇺🇸, Saison / Farmhouse / Grisette ,5.6,99,99,4.07,17.0,Suarez Family Big Night
"Pizza Port The Jetty
🇺🇸 IPA • 7.6%
97
98
3.76
(150)",🇺🇸, IPA ,7.6,97,98,3.76,150.0,Pizza Port The Jetty
"Surly Darkness
🇺🇸 Stout - Imperial • 9.6%
100
100
4.24
(1110)",🇺🇸, Stout - Imperial ,9.6,100,100,4.24,1110.0,Surly Darkness
"Midnight Sun Arctic Devil
🇺🇸 BarleyWine / WheatWine / RyeWine • 13.2%
100
99
4.04
(567)",🇺🇸, BarleyWine / WheatWine / RyeWine ,13.2,100,99,4.04,567.0,Midnight Sun Arctic Devil
"Night Shift Nite Lite
🇺🇸 Pale Lager - North Am. / Light / Rice • 4.3%
42
99
3.06
(28)",🇺🇸, Pale Lager - North Am. / Light / Rice ,4.3,42,99,3.06,28.0,Night Shift Nite Lite
"Trillium Stillings Street IPA - Double Dry Hopped
🇺🇸 IPA - Hazy / NEIPA • 7.2%
99
99
4.06
(64)",🇺🇸, IPA - Hazy / NEIPA ,7.2,99,99,4.06,64.0,Trillium Stillings Street IPA - Double Dry Hopped
"Hill Farmstead Farmer Wave
🇺🇸 Saison / Farmhouse / Grisette • 6.0%
99
99
3.89
(114)",🇺🇸, Saison / Farmhouse / Grisette ,6.0,99,99,3.89,114.0,Hill Farmstead Farmer Wave
"La Cumbre Project Dank
🇺🇸 IPA • 7.6%
99
100
4.02
(149)",🇺🇸, IPA ,7.6,99,100,4.02,149.0,La Cumbre Project Dank
"La Cumbre Malpais Stout
🇺🇸 Stout - Extra / Foreign / Tropical • 7.5%
98
99
3.88
(137)",🇺🇸, Stout - Extra / Foreign / Tropical ,7.5,98,99,3.88,137.0,La Cumbre Malpais Stout
"La Cumbre Pyramid Rock Amber Ale
🇺🇸 Pale Ale - English • 5.8%
86
100
3.60
(30)",🇺🇸, Pale Ale - English ,5.8,86,100,3.60,30.0,La Cumbre Pyramid Rock Amber Ale
"Odell India Pale Ale (IPA)
🇺🇸 IPA • 7.0%
97
99
3.85
(929)",🇺🇸, IPA ,7.0,97,99,3.85,929.0,Odell India Pale Ale (IPA)
"Smog City Groundwork Coffee Porter
🇺🇸 Porter - Flavored • 6.0%
98
98
3.91
(124)",🇺🇸, Porter - Flavored ,6.0,98,98,3.91,124.0,Smog City Groundwork Coffee Porter
"Ommegang Abbey Ale
🇺🇸 Dubbel • 8.2%
98
100
3.86
(2233)",🇺🇸, Dubbel ,8.2,98,100,3.86,2233.0,Ommegang Abbey Ale
"Anchorage The Tide and Its Takers Triple
🇺🇸 Tripel • 9.0%
99
100
3.89
(437)",🇺🇸, Tripel ,9.0,99,100,3.89,437.0,Anchorage The Tide and Its Takers Triple
"Anchorage Love Buzz Saison
🇺🇸 Saison / Farmhouse - Flavored • 8.0%
100
99
4.02
(510)",🇺🇸, Saison / Farmhouse - Flavored ,8.0,100,99,4.02,510.0,Anchorage Love Buzz Saison
"Founders Devil Dancer Triple IPA
🇺🇸 IIPA DIPA - Imperial / Double IPA • 12.0%
99
99
3.89
(1731)",🇺🇸, IIPA DIPA - Imperial / Double IPA ,12.0,99,99,3.89,1731.0,Founders Devil Dancer Triple IPA
"Asheville NinjaBread Man
🇺🇸 Flavored - Other • 5.6%
89
99
3.66
(25)",🇺🇸, Flavored - Other ,5.6,89,99,3.66,25.0,Asheville NinjaBread Man
"Civil Society Pulp
🇺🇸 Wheat Ale • 6.3%
94
100
3.68
(34)",🇺🇸, Wheat Ale ,6.3,94,100,3.68,34.0,Civil Society Pulp
"Northern Monk Life Citra Light Lager
🇬🇧 Pale Lager - North Am. / Light / Rice • 5.0%
41
99
2.97
(9)",🇬🇧, Pale Lager - North Am. / Light / Rice ,5.0,41,99,2.97,9.0,Northern Monk Life Citra Light Lager
"Superstition / Mabinogion Gryphon's Tart Cherry Cyser
🇺🇸 Apple Cider - Flavored • 14.0%
98
99
4.10
(12)",🇺🇸, Apple Cider - Flavored ,14.0,98,99,4.10,12.0,Superstition / Mabinogion Gryphon's Tart Cherry Cyser
"New Glory Wakey Wakey
🇺🇸 Porter • 7.2%
95
99
3.86
(16)",🇺🇸, Porter ,7.2,95,99,3.86,16.0,New Glory Wakey Wakey
"Live Oak Gold
🇺🇸 Pilsener / Pils / Pilsner • 4.1%
96
100
3.91
(17)",🇺🇸, Pilsener / Pils / Pilsner ,4.1,96,100,3.91,17.0,Live Oak Gold
"Hogshead Boy's Bitter
🇺🇸 Bitter - Ordinary / Best • 4.7%
83
100
3.62
(18)",🇺🇸, Bitter - Ordinary / Best ,4.7,83,100,3.62,18.0,Hogshead Boy's Bitter
"Boulevard Saison Brett
🇺🇸 Saison / Farmhouse / Grisette • 8.5%
99
99
3.98
(1085)",🇺🇸, Saison / Farmhouse / Grisette ,8.5,99,99,3.98,1085.0,Boulevard Saison Brett
"Tree House Very Green
🇺🇸 IIPA DIPA - Hazy / Double NEIPA • 8.6%
100
99
4.18
(101)",🇺🇸, IIPA DIPA - Hazy / Double NEIPA ,8.6,100,99,4.18,101.0,Tree House Very Green
"Aecht Schlenkerla Eiche Doppelbock Jahrgangsbier 20xx
🇩🇪 Smoked - Rauchbier • 8.0%
96
99
3.80
(42)",🇩🇪, Smoked - Rauchbier ,8.0,96,99,3.80,42.0,Aecht Schlenkerla Eiche Doppelbock Jahrgangsbier 20xx
"Moonlight Lunatic Lager
🇺🇸 Helles / Dortmunder Export • 5.0%
69
99
3.43
(61)
RETIRED",🇺🇸, Helles / Dortmunder Export ,5.0,69,99,3.43,61.0,Moonlight Lunatic Lager
"Cycle Pallet 7
🇺🇸 Porter - Baltic • 10.0%
99
99
4.00
(58)",🇺🇸, Porter - Baltic ,10.0,99,99,4.00,58.0,Cycle Pallet 7
"The Kernel India Double Porter
🇬🇧 Porter • 7.5%
99
100
3.84
(75)
RETIRED",🇬🇧, Porter ,7.5,99,100,3.84,75.0,The Kernel India Double Porter
"Pit Caribou Brown Ale de Table
🇨🇦 Brown Ale • 4.0%
94
99
3.63
(12)",🇨🇦, Brown Ale ,4.0,94,99,3.63,12.0,Pit Caribou Brown Ale de Table
"Hangar 24 Barrel Roll: Pugachev Royale
🇺🇸 Stout - Imperial Flavored • 16.3%
100
99
4.22
(59)",🇺🇸, Stout - Imperial Flavored ,16.3,100,99,4.22,59.0,Hangar 24 Barrel Roll: Pugachev Royale
"Sante Adairius Then Again
🇺🇸 Saison / Farmhouse / Grisette • 6.8%
98
98
4.18
(11)",🇺🇸, Saison / Farmhouse / Grisette ,6.8,98,98,4.18,11.0,Sante Adairius Then Again
"Dieu du Ciel! Solstice d'Hiver Réserve (Oak Aged / Bourbon)
🇨🇦 BarleyWine / WheatWine / RyeWine • 10.8%
99
99
4.01
(174)",🇨🇦, BarleyWine / WheatWine / RyeWine ,10.8,99,99,4.01,174.0,Dieu du Ciel! Solstice d'Hiver Réserve (Oak Aged / Bourbon)
"AleSmith Decadence 2011 - Barrel Aged
🇺🇸 BarleyWine / WheatWine / RyeWine • 11.0%
100
99
4.00
(92)
RETIRED",🇺🇸, BarleyWine / WheatWine / RyeWine ,11.0,100,99,4.00,92.0,AleSmith Decadence 2011 - Barrel Aged
"Bottle Logic Picture If You Will
🇺🇸 Flavored - Other • 13.3%
95
100
3.77
(27)",🇺🇸, Flavored - Other ,13.3,95,100,3.77,27.0,Bottle Logic Picture If You Will
"Unibroue Trois Pistoles
🇨🇦 Quadrupel / Abt • 9.0%
99
98
3.97
(2818)",🇨🇦, Quadrupel / Abt ,9.0,99,98,3.97,2818.0,Unibroue Trois Pistoles
"Side Project Beer : Barrel : Time (2017)
🇺🇸 Stout - Imperial • 15.0%
100
100
4.31
(38)
RETIRED",🇺🇸, Stout - Imperial ,15.0,100,100,4.31,38.0,Side Project Beer : Barrel : Time (2017)
"Firestone Walker Velvet Merkin
🇺🇸 Stout - Oatmeal • 8.5%
99
100
4.02
(591)",🇺🇸, Stout - Oatmeal ,8.5,99,100,4.02,591.0,Firestone Walker Velvet Merkin
"Dominion City Sunsplit IPA
🇨🇦 IPA • 6.8%
97
99
3.88
(41)",🇨🇦, IPA ,6.8,97,99,3.88,41.0,Dominion City Sunsplit IPA
"Thornbridge Galaxia
🇬🇧 Blonde Ale / Golden Ale • 5.2%
75
98
3.46
(85)
RETIRED",🇬🇧, Blonde Ale / Golden Ale ,5.2,75,98,3.46,85.0,Thornbridge Galaxia
"Hill Farmstead Damon
🇺🇸 Stout - Imperial • 10.5%
100
100
4.19
(212)",🇺🇸, Stout - Imperial ,10.5,100,100,4.19,212.0,Hill Farmstead Damon
"Hill Farmstead Juicy
🇺🇸 Sour / Wild Beer • 7.4%
100
100
4.17
(203)",🇺🇸, Sour / Wild Beer ,7.4,100,100,4.17,203.0,Hill Farmstead Juicy
"Hill Farmstead Biere de Mars
🇺🇸 Bière de Garde / de Mars / Brut • 6.5%
95
99
3.75
(36)",🇺🇸, Bière de Garde / de Mars / Brut ,6.5,95,99,3.75,36.0,Hill Farmstead Biere de Mars
"The Kernel Dry Stout Mosaic
🇬🇧 Stout - Dry / Irish • 4.4%
95
99
3.69
(92)",🇬🇧, Stout - Dry / Irish ,4.4,95,99,3.69,92.0,The Kernel Dry Stout Mosaic
"Societe The Pupil
🇺🇸 IPA • 7.5%
99
100
3.96
(158)",🇺🇸, IPA ,7.5,99,100,3.96,158.0,Societe The Pupil
"Firestone Walker 15 (XV)
🇺🇸 Strong Ale - American • 12.5%
100
99
4.09
(411)
RETIRED",🇺🇸, Strong Ale - American ,12.5,100,99,4.09,411.0,Firestone Walker 15 (XV)
"von Trapp Bock Bier
🇺🇸 Bock - Dunkler Bock • 6.5%
87
99
3.63
(21)",🇺🇸, Bock - Dunkler Bock ,6.5,87,99,3.63,21.0,von Trapp Bock Bier
"Siren / Cigar City Caribbean Chocolate Cake Barrel Aged (-2018)
🇬🇧 Stout - Extra / Foreign / Tropical • 8.7%
99
100
3.97
(149)
RETIRED",🇬🇧, Stout - Extra / Foreign / Tropical ,8.7,99,100,3.97,149.0,Siren / Cigar City Caribbean Chocolate Cake Barrel Aged (-2018)
"Tree House King JJJuliusss
🇺🇸 IIPA DIPA - Hazy / Double NEIPA • 8.4%
100
98
4.45
(19)",🇺🇸, IIPA DIPA - Hazy / Double NEIPA ,8.4,100,98,4.45,19.0,Tree House King JJJuliusss
"Fort George / Barley Brown's / Melvin Brewing 3-Way IPA (2016)
🇺🇸 IPA • 7.3%
98
99
3.85
(45)
RETIRED",🇺🇸, IPA ,7.3,98,99,3.85,45.0,Fort George / Barley Brown's / Melvin Brewing 3-Way IPA (2016)
"Vierzehnheiligen Nothelfer Fasten Bock
🇩🇪 Bock - Dunkler Bock • 8.0%
86
99
3.66
(15)",🇩🇪, Bock - Dunkler Bock ,8.0,86,99,3.66,15.0,Vierzehnheiligen Nothelfer Fasten Bock
"Moor So'Hop
🇬🇧 Blonde Ale / Golden Ale • 4.1%
Available from £1.98
87
100
3.57
(265)",🇬🇧, Blonde Ale / Golden Ale ,4.1,Available from £1.98,87,100,3.57,Moor So'Hop
"Firestone Walker Feral Vinifera
🇺🇸 Sour / Wild Beer • 9.1%
99
98
4.00
(51)",🇺🇸, Sour / Wild Beer ,9.1,99,98,4.00,51.0,Firestone Walker Feral Vinifera
"pFriem Mosaic Pale
🇺🇸 Pale Ale - American / APA • 6.3%
95
98
3.78
(52)",🇺🇸, Pale Ale - American / APA ,6.3,95,98,3.78,52.0,pFriem Mosaic Pale
"Dogfish Head 90 Minute Imperial IPA
🇺🇸 IIPA DIPA - Imperial / Double IPA • 9.0%
100
100
4.11
(4341)",🇺🇸, IIPA DIPA - Imperial / Double IPA ,9.0,100,100,4.11,4341.0,Dogfish Head 90 Minute Imperial IPA
"Garagiste Cilice
🇺🇸 Mead • 14.0%
98
98
4.11
(12)",🇺🇸, Mead ,14.0,98,98,4.11,12.0,Garagiste Cilice
"Rogue Dry Hopped St. Rogue Red Ale
🇺🇸 Red Ale / Intl Amber Ale • 5.2%
87
99
3.54
(1299)",🇺🇸, Red Ale / Intl Amber Ale ,5.2,87,99,3.54,1299.0,Rogue Dry Hopped St. Rogue Red Ale
"North Brewing Co / Verdant Triple Fruited Gose
🇬🇧 Gose - Flavored • 4.0%
98
99
3.83
(44)",🇬🇧, Gose - Flavored ,4.0,98,99,3.83,44.0,North Brewing Co / Verdant Triple Fruited Gose
"Northern Monk Northern Rising - Raising The Faith
🇬🇧 Pale Ale - American / APA • 5.5%
98
100
3.85
(45)",🇬🇧, Pale Ale - American / APA ,5.5,98,100,3.85,45.0,Northern Monk Northern Rising - Raising The Faith
